pc_official,android_official,intermediary,named,confidence,source,reason,scope
com/corrodinggames/rts/game/units/custom/c,com/corrodinggames/rts/game/units/custom/c,rw/custom/animation/AnimationTrack,rustedwarfare/custom/animation/AnimationTrack,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/custom/c/a,com/corrodinggames/rts/game/units/custom/c/a,rw/custom/connection/ConnectionDefinition,rustedwarfare/custom/connection/ConnectionDefinition,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/c/b,com/corrodinggames/rts/game/units/custom/c/b,rw/custom/connection/ConnectionDefinitionBase,rustedwarfare/custom/connection/ConnectionDefinitionBase,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/c/c,com/corrodinggames/rts/game/units/custom/c/c,rw/custom/connection/UnitConnectionManager,rustedwarfare/custom/connection/UnitConnectionManager,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/custom/c/d,com/corrodinggames/rts/game/units/custom/c/d,rw/custom/connection/ConnectionInstance,rustedwarfare/custom/connection/ConnectionInstance,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/c/e,com/corrodinggames/rts/game/units/custom/c/e,rw/custom/connection/ConnectionGroup,rustedwarfare/custom/connection/ConnectionGroup,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/c/f,com/corrodinggames/rts/game/units/custom/c/f,rw/custom/connection/ConnectionTargetSearchCallback,rustedwarfare/custom/connection/ConnectionTargetSearchCallback,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/d,com/corrodinggames/rts/game/units/custom/d,rw/custom/animation/AnimationKeyframeProperty,rustedwarfare/custom/animation/AnimationKeyframeProperty,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/d/a,com/corrodinggames/rts/game/units/custom/d/a,rw/custom/resource/ResourceAmountBase,rustedwarfare/custom/resource/ResourceAmountBase,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/d/b,com/corrodinggames/rts/game/units/custom/d/b,rw/custom/resource/ResourceAmount,rustedwarfare/custom/resource/ResourceAmount,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/d/c,com/corrodinggames/rts/game/units/custom/d/c,rw/custom/resource/DynamicResourceAmount,rustedwarfare/custom/resource/DynamicResourceAmount,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/d/d,com/corrodinggames/rts/game/units/custom/d/d,rw/custom/resource/DynamicResourceEntry,rustedwarfare/custom/resource/DynamicResourceEntry,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e,com/corrodinggames/rts/game/units/custom/e,rw/custom/animation/AnimationPlayer,rustedwarfare/custom/animation/AnimationPlayer,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/a,com/corrodinggames/rts/game/units/custom/e/a,rw/custom/resource/ResourceType,rustedwarfare/custom/resource/ResourceType,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/a/a,com/corrodinggames/rts/game/units/custom/e/a/a,rw/custom/resource/BuiltinResourceType,rustedwarfare/custom/resource/BuiltinResourceType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/a/b,com/corrodinggames/rts/game/units/custom/e/a/b,rw/custom/resource/AmmoResourceType,rustedwarfare/custom/resource/AmmoResourceType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/a/c,com/corrodinggames/rts/game/units/custom/e/a/c,rw/custom/resource/CreditsResourceType,rustedwarfare/custom/resource/CreditsResourceType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/a/d,com/corrodinggames/rts/game/units/custom/e/a/d,rw/custom/resource/EnergyResourceType,rustedwarfare/custom/resource/EnergyResourceType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/a/e,com/corrodinggames/rts/game/units/custom/e/a/e,rw/custom/resource/HpResourceType,rustedwarfare/custom/resource/HpResourceType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/a/f,com/corrodinggames/rts/game/units/custom/e/a/f,rw/custom/resource/ShieldResourceType,rustedwarfare/custom/resource/ShieldResourceType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/b,com/corrodinggames/rts/game/units/custom/e/b,rw/custom/resource/ResourceDigitGrouping,rustedwarfare/custom/resource/ResourceDigitGrouping,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/c,com/corrodinggames/rts/game/units/custom/e/c,rw/custom/resource/ResourceShortageCollector,rustedwarfare/custom/resource/ResourceShortageCollector,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/d,com/corrodinggames/rts/game/units/custom/e/d,rw/custom/resource/ResourceDefinition,rustedwarfare/custom/resource/ResourceDefinition,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/e,com/corrodinggames/rts/game/units/custom/e/e,rw/custom/resource/StoredResourceEntry,rustedwarfare/custom/resource/StoredResourceEntry,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/f,com/corrodinggames/rts/game/units/custom/e/f,rw/custom/resource/StoredResourceSet,rustedwarfare/custom/resource/StoredResourceSet,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/e/f$1,com/corrodinggames/rts/game/units/custom/e/g,rw/custom/resource/StoredResourceEntryPriorityComparator,rustedwarfare/custom/resource/StoredResourceEntryPriorityComparator,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/f,com/corrodinggames/rts/game/units/custom/f,rw/custom/animation/AnimationDefinition,rustedwarfare/custom/animation/AnimationDefinition,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/f/a,com/corrodinggames/rts/game/units/custom/f/a,rw/custom/config/ConfigVariableProcessor,rustedwarfare/custom/config/ConfigVariableProcessor,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/f/b,com/corrodinggames/rts/game/units/custom/f/b,rw/custom/config/ConfigVariableScope,rustedwarfare/custom/config/ConfigVariableScope,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/f/b$1,com/corrodinggames/rts/game/units/custom/f/c,rw/custom/config/ConfigMathExpressionParser,rustedwarfare/custom/config/ConfigMathExpressionParser,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/f/c,com/corrodinggames/rts/game/units/custom/f/d,rw/custom/config/PendingConfigValueRewrite,rustedwarfare/custom/config/PendingConfigValueRewrite,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/f/d,com/corrodinggames/rts/game/units/custom/f/e,rw/custom/config/ConfigVariableStore,rustedwarfare/custom/config/ConfigVariableStore,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/f/e,com/corrodinggames/rts/game/units/custom/f/f,rw/custom/config/ConfigVariableNameValidator,rustedwarfare/custom/config/ConfigVariableNameValidator,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/g,com/corrodinggames/rts/game/units/custom/g,rw/custom/UnitTag,rustedwarfare/custom/UnitTag,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/h,com/corrodinggames/rts/game/units/custom/h,rw/custom/CustomTagList,rustedwarfare/custom/CustomTagList,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/i,com/corrodinggames/rts/game/units/custom/i,rw/custom/MutableTagListBuilder,rustedwarfare/custom/MutableTagListBuilder,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/j,com/corrodinggames/rts/game/units/custom/j,rw/custom/CustomUnit,rustedwarfare/custom/CustomUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/k,com/corrodinggames/rts/game/units/custom/k,rw/custom/logic/LogicEventContext,rustedwarfare/custom/logic/LogicEventContext,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/l,com/corrodinggames/rts/game/units/custom/l,rw/custom/CustomUnitMetadata,rustedwarfare/custom/CustomUnitMetadata,high,structural_match,critical_anchor: CustomUnit 384-field anchor,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/BooleanParseException,com/corrodinggames/rts/game/units/custom/logicBooleans/BooleanParseException,rw/custom/logic/BooleanParseException,rustedwarfare/custom/logic/BooleanParseException,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean,rw/custom/logic/CompareJoinerBoolean,rustedwarfare/custom/logic/CompareJoinerBoolean,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareBooleanOnly,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareBooleanOnly,rw/custom/logic/CompareJoinerBoolean$CompareBooleanOnly,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareBooleanOnly,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualBoolean,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualBoolean,rw/custom/logic/CompareJoinerBoolean$CompareEqualBoolean,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareEqualBoolean,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualNumbers,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualNumbers,rw/custom/logic/CompareJoinerBoolean$CompareEqualNumbers,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareEqualNumbers,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualStrings,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualStrings,rw/custom/logic/CompareJoinerBoolean$CompareEqualStrings,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareEqualStrings,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualUnits,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualUnits,rw/custom/logic/CompareJoinerBoolean$CompareEqualUnits,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareEqualUnits,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareGreaterThanNumbers,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareGreaterThanNumbers,rw/custom/logic/CompareJoinerBoolean$CompareGreaterThanNumbers,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareGreaterThanNumbers,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareGreaterThanOrEqualNumbers,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareGreaterThanOrEqualNumbers,rw/custom/logic/CompareJoinerBoolean$CompareGreaterThanOrEqualNumbers,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareGreaterThanOrEqualNumbers,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareLessThanNumbers,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareLessThanNumbers,rw/custom/logic/CompareJoinerBoolean$CompareLessThanNumbers,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareLessThanNumbers,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareLessThanOrEqualNumbers,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareLessThanOrEqualNumbers,rw/custom/logic/CompareJoinerBoolean$CompareLessThanOrEqualNumbers,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareLessThanOrEqualNumbers,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualBoolean,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualBoolean,rw/custom/logic/CompareJoinerBoolean$CompareNotEqualBoolean,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareNotEqualBoolean,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualNumbers,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualNumbers,rw/custom/logic/CompareJoinerBoolean$CompareNotEqualNumbers,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareNotEqualNumbers,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualStrings,com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualStrings,rw/custom/logic/CompareJoinerBoolean$CompareNotEqualStrings,rustedwarfare/custom/logic/CompareJoinerBoolean$CompareNotEqualStrings,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
